LTER_site,local_site,location,depth,year,date,time,DOC
NWT,GL4,LAKE,3,2011,9/16/11,NA,0.391
NWT,GL4,LAKE,9,2011,9/16/11,NA,0.298
NWT,GL4,INLET,0,2011,9/16/11,9:40,0.402
NWT,GL4,OUTLET,0,2011,9/16/11,8:27,0.364
NWT,GL4,LAKE,0,2012,6/26/12,11:22,0.819
NWT,GL4,LAKE,3,2012,6/26/12,NA,0.72
NWT,GL4,LAKE,9,2012,6/26/12,NA,0.83
NWT,GL4,INLET,0,2012,6/26/12,NA,0.47
NWT,GL4,OUTLET,0,2012,6/26/12,13:05,0.574
NWT,GL4,LAKE,0,2012,7/3/12,NA,0.672
NWT,GL4,LAKE,3,2012,7/3/12,11:05,0.765
NWT,GL4,LAKE,9,2012,7/3/12,11:20,0.955
NWT,GL4,INLET,0,2012,7/3/12,NA,0.55
NWT,GL4,OUTLET,0,2012,7/3/12,NA,0.699
NWT,GL4,LAKE,0,2012,7/12/12,NA,0.862
NWT,GL4,LAKE,3,2012,7/12/12,NA,0.834
NWT,GL4,LAKE,9,2012,7/12/12,NA,0.738
NWT,GL4,INLET,0,2012,7/12/12,NA,0.741
NWT,GL4,OUTLET,0,2012,7/12/12,NA,0.834
NWT,GL4,LAKE,0,2012,7/17/12,NA,0.742
NWT,GL4,LAKE,3,2012,7/17/12,NA,0.794
NWT,GL4,LAKE,9,2012,7/17/12,NA,0.809
NWT,GL4,INLET,0,2012,7/17/12,NA,0.639
NWT,GL4,OUTLET,0,2012,7/17/12,NA,0.821
NWT,GL4,LAKE,0,2012,7/24/12,NA,0.925
NWT,GL4,LAKE,3,2012,7/24/12,NA,0.976
NWT,GL4,LAKE,9,2012,7/24/12,NA,0.798
NWT,GL4,INLET,0,2012,7/24/12,NA,0.597
NWT,GL4,OUTLET,0,2012,7/24/12,NA,1.145
NWT,GL4,LAKE,0,2012,7/31/12,NA,0.71
NWT,GL4,LAKE,3,2012,7/31/12,NA,0.919
NWT,GL4,LAKE,9,2012,7/31/12,NA,1.469
NWT,GL4,INLET,0,2012,7/31/12,NA,0.878
NWT,GL4,OUTLET,0,2012,7/31/12,NA,0.876
NWT,GL4,LAKE,0,2012,8/7/12,NA,0.618
NWT,GL4,LAKE,3,2012,8/7/12,NA,0.613
NWT,GL4,LAKE,9,2012,8/7/12,NA,0.623
NWT,GL4,INLET,0,2012,8/7/12,NA,0.607
NWT,GL4,OUTLET,0,2012,8/7/12,NA,0.668
NWT,GL4,LAKE,0,2013,7/18/13,11:03,0.482
NWT,GL4,LAKE,3,2013,7/18/13,11:35,0.811
NWT,GL4,LAKE,9,2013,7/18/13,11:43,0.796
NWT,GL4,INLET,0,2013,7/18/13,10:23,0.548
NWT,GL4,OUTLET,0,2013,7/18/13,11:00,0.659
NWT,GL4,LAKE,0,2013,7/23/13,NA,0.839
NWT,GL4,LAKE,3,2013,7/23/13,NA,0.66
NWT,GL4,LAKE,9,2013,7/23/13,NA,0.543
NWT,GL4,INLET,0,2013,7/23/13,NA,0.52
NWT,GL4,OUTLET,0,2013,7/23/13,9:50,0.591
NWT,GL4,LAKE,0,2013,7/30/13,NA,0.564
NWT,GL4,LAKE,3,2013,7/30/13,NA,0.67
NWT,GL4,LAKE,9,2013,7/30/13,NA,0.616
NWT,GL4,INLET,0,2013,7/30/13,NA,0.596
NWT,GL4,OUTLET,0,2013,7/30/13,NA,0.667
NWT,GL4,LAKE,0,2013,8/6/13,9:50,0.899
NWT,GL4,LAKE,3,2013,8/6/13,958,0.533
NWT,GL4,LAKE,9,2013,8/6/13,10:05,0.584
NWT,GL4,INLET,0,2013,8/6/13,9:50,0.502
NWT,GL4,OUTLET,0,2013,8/6/13,9:45,0.531
NWT,GL4,LAKE,0,2013,8/13/13,9:46,1.175
NWT,GL4,LAKE,3,2013,8/13/13,9:52,2.949
NWT,GL4,LAKE,9,2013,8/13/13,9:57,2.524
NWT,GL4,INLET,0,2013,8/13/13,10:52,0.621
NWT,GL4,OUTLET,0,2013,8/13/13,11:16,0.778
NWT,GL4,LAKE,0,2013,8/20/13,10:45,0.678
NWT,GL4,LAKE,3,2013,8/20/13,10:49,0.82
NWT,GL4,LAKE,9,2013,8/20/13,10:56,1.717
NWT,GL4,INLET,0,2013,8/20/13,11:32,0.624
NWT,GL4,OUTLET,0,2013,8/20/13,12:02,0.612
NWT,GL4,LAKE,0,2014,7/17/14,10:50,0.58
NWT,GL4,LAKE,3,2014,7/17/14,11:50,0.49
NWT,GL4,LAKE,9,2014,7/17/14,11:56,0.37
NWT,GL4,INLET,0,2014,7/17/14,10:49,0.27
NWT,GL4,OUTLET,0,2014,7/17/14,13:04,0.52
NWT,GL1,LAKE,0,2014,7/22/14,10:00,1.3
NWT,GL1,LAKE,3,2014,7/22/14,10:22,0.95
NWT,GL1,LAKE,6,2014,7/22/14,10:29,0.85
NWT,GL4,LAKE,0,2014,7/24/14,11:12,0.49
NWT,GL4,LAKE,3,2014,7/24/14,11:24,0.45
NWT,GL4,LAKE,9,2014,7/24/14,11:35,0.44
NWT,GL4,INLET,0,2014,7/24/14,10:36,0.52
NWT,GL4,OUTLET,0,2014,7/24/14,10:10,0.64
NWT,GL1,LAKE,0,2014,7/29/14,9:35,1.1
NWT,GL1,LAKE,3,2014,7/29/14,10:20,1.03
NWT,GL1,LAKE,6,2014,7/29/14,10:30,0.82
NWT,GL4,LAKE,0,2014,7/31/14,9:56,0.5
NWT,GL4,LAKE,3,2014,7/31/14,10:00,0.61
NWT,GL4,LAKE,9,2014,7/31/14,10:10,0.56
NWT,GL4,INLET,0,2014,7/31/14,10:07,0.59
NWT,GL4,OUTLET,0,2014,7/31/14,10:31,0.54
NWT,GL1,LAKE,0,2014,8/5/14,9:00,0.98
NWT,GL1,LAKE,3,2014,8/5/14,9:43,1
NWT,GL1,LAKE,6,2014,8/5/14,9:49,0.87
NWT,GL4,LAKE,0,2014,8/7/14,9:46,0.53
NWT,GL4,LAKE,3,2014,8/7/14,9:50,0.54
NWT,GL4,LAKE,9,2014,8/7/14,10:00,1.28
NWT,GL4,INLET,0,2014,8/7/14,10:15,0.53
NWT,GL4,OUTLET,0,2014,8/7/14,9:58,0.83
NWT,GL1,LAKE,0,2014,8/12/14,9:26,1.1
NWT,GL1,LAKE,3,2014,8/12/14,9:28,1.3
NWT,GL1,LAKE,6,2014,8/12/14,9:35,0.98
NWT,GL4,LAKE,0,2014,8/14/14,9:52,0.48
NWT,GL4,LAKE,3,2014,8/14/14,9:56,0.47
NWT,GL4,LAKE,9,2014,8/14/14,10:00,0.57
NWT,GL4,INLET,0,2014,8/14/14,11:34,0.49
NWT,GL4,OUTLET,0,2014,8/14/14,11:24,0.57
NWT,GL1,LAKE,0,2014,8/19/14,9:11,1.16
NWT,GL1,LAKE,3,2014,8/19/14,9:15,1.03
NWT,GL1,LAKE,6,2014,8/19/14,9:21,1.13
NWT,GL4,LAKE,0,2014,8/21/14,10:15,0.88
NWT,GL4,LAKE,3,2014,8/21/14,10:27,0.56
NWT,GL4,LAKE,9,2014,8/21/14,10:38,0.57
NWT,GL4,INLET,0,2014,8/21/14,9:54,0.53
NWT,GL4,OUTLET,0,2014,8/21/14,9:29,0.5
NWT,GL1,LAKE,0,2014,8/26/14,10:00,1.28
NWT,GL1,LAKE,3,2014,8/26/14,10:01,1.08
NWT,GL1,LAKE,6,2014,8/26/14,10:10,1.01
NWT,GL1,LAKE,0,2015,7/9/15,9:44,1.4
NWT,GL1,LAKE,3,2015,7/9/15,9:54,1.66
NWT,GL1,LAKE,6,2015,7/9/15,10:18,0.94
NWT,GL4,LAKE,0,2015,7/14/15,NA,0.67
NWT,GL4,LAKE,3,2015,7/14/15,NA,0.73
NWT,GL4,LAKE,9,2015,7/14/15,NA,0.61
NWT,GL4,INLET,0,2015,7/14/15,NA,0.66
NWT,GL4,OUTLET,0,2015,7/14/15,NA,0.6
NWT,GL1,LAKE,0,2015,7/16/15,9:17,1.48
NWT,GL1,LAKE,3,2015,7/16/15,9:21,1.03
NWT,GL1,LAKE,6,2015,7/16/15,9:28,0.95
NWT,GL1,LAKE,0,2015,7/21/15,9:40,1.38
NWT,GL1,LAKE,3,2015,7/21/15,9:48,0.98
NWT,GL1,LAKE,6,2015,7/21/15,9:51,0.94
NWT,GL4,LAKE,0,2015,7/23/15,NA,0.86
NWT,GL4,LAKE,3,2015,7/23/15,NA,0.7
NWT,GL4,LAKE,9,2015,7/23/15,NA,0.66
NWT,GL4,INLET,0,2015,7/23/15,NA,0.55
NWT,GL4,OUTLET,0,2015,7/23/15,NA,0.51
NWT,GL4,LAKE,0,2015,7/28/15,NA,0.81
NWT,GL4,LAKE,3,2015,7/28/15,NA,0.62
NWT,GL4,LAKE,9,2015,7/28/15,NA,0.59
NWT,GL4,INLET,0,2015,7/28/15,NA,0.66
NWT,GL4,OUTLET,0,2015,7/28/15,NA,0.69
NWT,GL1,LAKE,0,2015,7/30/15,9:22,1.22
NWT,GL1,LAKE,3,2015,7/30/15,9:29,1.09
NWT,GL1,LAKE,6,2015,7/30/15,9:35,0.99
NWT,GL1,LAKE,0,2015,8/4/15,9:51,1.17
NWT,GL1,LAKE,3,2015,8/4/15,9:54,1.07
NWT,GL1,LAKE,6,2015,8/4/15,10:02,0.87
NWT,GL4,LAKE,0,2015,8/6/15,NA,0.71
NWT,GL4,LAKE,3,2015,8/6/15,NA,0.65
NWT,GL4,LAKE,9,2015,8/6/15,NA,0.62
NWT,GL4,INLET,0,2015,8/6/15,NA,0.59
NWT,GL4,OUTLET,0,2015,8/6/15,NA,0.58
NWT,GL4,LAKE,0,2015,8/11/15,NA,0.59
NWT,GL4,LAKE,3,2015,8/11/15,NA,0.65
NWT,GL4,LAKE,9,2015,8/12/15,NA,0.58
NWT,GL1,LAKE,0,2015,8/13/15,9:13,2
NWT,GL1,LAKE,3,2015,8/13/15,9:15,1.28
NWT,GL1,LAKE,6,2015,8/13/15,9:22,1.18
NWT,GL4,INLET,0,2015,8/13/15,NA,0.49
NWT,GL4,OUTLET,0,2015,8/14/15,NA,0.73
NWT,GL4,LAKE,0,2015,8/18/15,NA,0.55
NWT,GL4,LAKE,3,2015,8/18/15,NA,0.53
NWT,GL4,LAKE,9,2015,8/18/15,NA,0.53
NWT,GL4,INLET,0,2015,8/18/15,NA,0.46
NWT,GL4,OUTLET,0,2015,8/18/15,NA,0.52
NWT,ALB,LAKE,0,2016,6/23/16,10:16,1.88
NWT,ALB,LAKE,3,2016,6/23/16,10:21,1.55
NWT,ALB,LAKE,8.5,2016,6/23/16,10:29,1.4
NWT,ALB,INLET,0,2016,6/23/16,11:55,1.09
NWT,GL1,LAKE,0,2016,7/7/16,8:17,1.26
NWT,GL1,LAKE,3,2016,7/7/16,8:18,1.14
NWT,GL1,LAKE,6,2016,7/7/16,8:24,1.09
NWT,ALB,LAKE,0,2016,7/14/16,9:45,1.47
NWT,ALB,LAKE,3,2016,7/14/16,9:51,1.41
NWT,ALB,LAKE,12,2016,7/14/16,10:18,1.29
NWT,ALB,INLET,0,2016,7/14/16,10:48,0.86
NWT,GL4,LAKE,0,2016,7/19/16,10:04,0.59
NWT,GL4,LAKE,3,2016,7/19/16,10:14,2.06
NWT,GL4,LAKE,9,2016,7/19/16,10:39,0.53
NWT,GL4,INLET,0,2016,7/19/16,11:45,0.43
NWT,GL4,OUTLET,0,2016,7/19/16,12:03,0.5
NWT,GL1,LAKE,0,2016,7/21/16,8:40,1.2
NWT,GL1,LAKE,3,2016,7/21/16,8:49,1.17
NWT,GL1,LAKE,6,2016,7/21/16,8:55,1.05
NWT,GL4,LAKE,0,2016,7/26/16,9:17,0.54
NWT,GL4,LAKE,3,2016,7/26/16,9:31,0.55
NWT,GL4,LAKE,9,2016,7/26/16,9:40,0.52
NWT,GL4,INLET,0,2016,7/26/16,11:00,0.49
NWT,GL4,OUTLET,0,2016,7/26/16,11:32,0.51
NWT,ALB,LAKE,0,2016,7/28/16,8:37,1.37
NWT,ALB,LAKE,3,2016,7/28/16,8:42,1.55
NWT,ALB,LAKE,9,2016,7/28/16,8:56,1.3
NWT,ALB,INLET,0,2016,7/28/16,9:52,0.82
NWT,GL4,LAKE,0,2016,8/2/16,9:01,0.58
NWT,GL4,LAKE,3,2016,8/2/16,9:04,0.54
NWT,GL4,LAKE,9,2016,8/2/16,9:12,0.55
NWT,GL4,INLET,0,2016,8/2/16,10:23,0.56
NWT,GL4,OUTLET,0,2016,8/2/16,10:48,0.61
NWT,GL1,LAKE,0,2016,8/4/16,8:24,1.22
NWT,GL1,LAKE,3,2016,8/4/16,8:36,1.2
NWT,GL1,LAKE,6,2016,8/4/16,8:42,1.18
NWT,GL4,LAKE,0,2016,8/9/16,9:09,0.59
NWT,GL4,LAKE,3,2016,8/9/16,9:11,0.65
NWT,GL4,LAKE,9,2016,8/9/16,9:16,0.56
NWT,GL4,INLET,0,2016,8/9/16,10:58,0.61
NWT,GL4,OUTLET,0,2016,8/9/16,12:06,0.61
NWT,ALB,LAKE,0,2016,8/11/16,8:15,1.62
NWT,ALB,LAKE,3,2016,8/11/16,8:30,1.41
NWT,ALB,LAKE,12,2016,8/11/16,8:59,1.32
NWT,ALB,INLET,0,2016,8/11/16,9:40,0.88
NWT,GL4,LAKE,0,2016,8/16/16,9:00,0.65
NWT,GL4,LAKE,3,2016,8/16/16,9:10,0.6
NWT,GL4,LAKE,9,2016,8/16/16,9:25,0.67
NWT,GL4,INLET,0,2016,8/16/16,10:27,0.63
NWT,GL4,OUTLET,0,2016,8/16/16,10:50,0.6
NWT,GL1,LAKE,0,2016,8/18/16,9:09,1.35
NWT,GL1,LAKE,3,2016,8/18/16,9:11,1.4
NWT,GL1,LAKE,6,2016,8/18/16,9:18,1.17
NWT,GL4,LAKE,0,2016,8/23/16,9:30,0.7
NWT,GL4,LAKE,3,2016,8/23/16,9:30,0.7
NWT,GL4,LAKE,9,2016,8/23/16,9:37,0.67
NWT,GL4,INLET,0,2016,8/23/16,10:24,0.62
NWT,GL4,OUTLET,0,2016,8/23/16,10:42,0.62
NWT,ALB,LAKE,0,2018,6/19/18,8:56,1.43
NWT,ALB,LAKE,3,2018,6/19/18,8:40,1.31
NWT,ALB,LAKE,10,2018,6/19/18,8:31,1.31
NWT,ALB,INLET,0,2018,6/19/18,10:30,1.25
NWT,GL1,LAKE,0,2018,6/28/18,8:45,0.88
NWT,GL1,LAKE,3,2018,6/28/18,8:50,0.88
NWT,GL1,LAKE,6,2018,6/28/18,9:00,0.96
NWT,GL4,LAKE,0,2018,7/3/18,12:40,0.83
NWT,GL4,LAKE,3,2018,7/3/18,12:45,0.67
NWT,GL4,LAKE,9,2018,7/3/18,13:05,0.78
NWT,GL4,INLET,0,2018,7/3/18,13:20,0.56
NWT,GL4,OUTLET,0,2018,7/3/18,13:46,0.67
NWT,ALB,LAKE,0,2018,7/5/18,9:15,1.75
NWT,ALB,LAKE,3,2018,7/5/18,9:20,1.39
NWT,ALB,LAKE,12,2018,7/5/18,9:25,1.34
NWT,ALB,INLET,0,2018,7/5/18,9:55,1.07
NWT,GL4,LAKE,0,2018,7/10/18,10:55,0.57
NWT,GL4,LAKE,3,2018,7/10/18,11:00,0.60
NWT,GL4,LAKE,9,2018,7/10/18,11:06,0.76
NWT,GL4,INLET,0,2018,7/10/18,12:30,0.80
NWT,GL4,OUTLET,0,2018,7/10/18,12:50,1.51
NWT,GL1,LAKE,0,2018,7/12/18,9:00,1.07
NWT,GL1,LAKE,3,2018,7/12/18,9:05,1.05
NWT,GL1,LAKE,6,2018,7/12/18,9:15,1.32
NWT,GL4,LAKE,0,2018,7/17/18,9:55,0.74
NWT,GL4,LAKE,3,2018,7/17/18,10:00,3.89
NWT,GL4,LAKE,9,2018,7/17/18,10:05,0.63
NWT,GL4,INLET,0,2018,7/17/18,11:15,0.61
NWT,GL4,OUTLET,0,2018,7/17/18,11:40,0.60
NWT,ALB,LAKE,0,2018,7/19/18,10:30,1.48
NWT,ALB,LAKE,3,2018,7/19/18,10:35,1.35
NWT,ALB,LAKE,12,2018,7/19/18,10:50,1.43
NWT,ALB,INLET,0,2018,7/19/18,11:30,1.06
NWT,GL4,LAKE,0,2018,7/24/18,9:40,0.64
NWT,GL4,LAKE,3,2018,7/24/18,9:45,3.94
NWT,GL4,LAKE,9,2018,7/24/18,9:55,0.68
NWT,GL4,INLET,0,2018,7/24/18,10:55,0.61
NWT,GL4,OUTLET,0,2018,7/24/18,11:15,0.63
NWT,GL1,LAKE,0,2018,7/26/18,11:20,1.17
NWT,GL1,LAKE,3,2018,7/26/18,11:30,1.20
NWT,GL1,LAKE,6,2018,7/26/18,11:35,1.08
NWT,GL2,LAKE,0,2018,7/26/18,10:25,1.04
NWT,GL2,LAKE,3,2018,7/26/18,10:30,1.06
NWT,GL2,LAKE,7,2018,7/26/18,10:35,0.89
NWT,GL3,LAKE,0,2018,7/26/18,9:25,0.91
NWT,GL3,LAKE,3,2018,7/26/18,9:30,0.80
NWT,GL3,LAKE,10,2018,7/26/18,9:40,0.84
NWT,GL4,LAKE,0,2018,7/31/18,13:10,0.67
NWT,GL4,LAKE,3,2018,7/31/18,13:15,0.59
NWT,GL4,LAKE,9,2018,7/31/18,13:25,0.60
NWT,GL4,INLET,0,2018,7/31/18,12:45,6.47
NWT,GL4,OUTLET,0,2018,7/31/18,13:50,0.64
NWT,GL5,LAKE,0,2018,7/31/18,10:45,0.59
NWT,GL5,LAKE,3,2018,7/31/18,10:50,0.58
NWT,GL5,LAKE,6,2018,7/31/18,10:40,0.57
NWT,GL5,INLET,0,2018,7/31/18,11:35,0.43
NWT,GL5,OUTLET,0,2018,7/31/18,12:10,0.60
NWT,ALB,LAKE,0,2018,8/2/18,9:15,1.39
NWT,ALB,LAKE,3,2018,8/2/18,9:20,1.36
NWT,ALB,LAKE,12,2018,8/2/18,9:30,1.28
NWT,ALB,INLET,0,2018,8/2/18,10:15,0.96
NWT,GL4,LAKE,0,2018,8/7/18,10:27,0.62
NWT,GL4,LAKE,3,2018,8/7/18,10:30,0.62
NWT,GL4,LAKE,9,2018,8/7/18,10:40,0.59
NWT,GL4,INLET,0,2018,8/7/18,11:20,0.63
NWT,GL4,OUTLET,0,2018,8/7/18,12:00,0.65
NWT,GL1,LAKE,0,2018,8/9/18,9:40,1.46
NWT,GL1,LAKE,3,2018,8/9/18,9:35,1.29
NWT,GL1,LAKE,6,2018,8/9/18,9:55,1.21